Feature ID	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
4ed17d0c7d7b0b22e632d89026cc92b6	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_kalimae	-	-	-	-	-	-	-	Unassigned	-
11f90c67ba328388eec7b1108a010062	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_biseriata	-	-	-	-	-	-	-	Unassigned	-
1d60d9f3777da4674ba683b39c0d238c	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Cenangiaceae;g__Trochila;s__Trochila_colensoi	-	-	-	-	-	-	-	Unassigned	-
3997629f9f72fcc0c9e3b9a5aca40413	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
74466c17d7447c045b518af4677fba3c	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
e8b8a0bc1d8b01d6afd4bc0dd0eaaefa	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Phyllostictaceae;g__Phyllosticta;s__Phyllosticta_capitalensis	-	-	-	-	-	-	-	Unassigned	-
57d1f3a3962b6edc16e7564694f582ab	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
b30a790033e42d24d34e590d518afea0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium	-	-	-	-	-	-	-	Unassigned	-
6b9d15c761fa93fe8e508d4bf0f77164	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	-	-	-	-	-	-	-	Unassigned	-
a6b7ab29567108d471f6500e7594bc74	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales	-	-	-	-	-	-	-	Unassigned	-
048883c83025c304a1fa37621f7adfc6	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
d96ae99fa30662c00e74dbaefd53ed8b	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
71974927a1622657a66a0045c0e3cf9a	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
b6ebea9f75b81d43d61743fd58c57047	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_cucurbitae	-	-	-	-	-	-	-	Unassigned	-
3cc1887a43ffef69f35befa47fe33388	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales	-	-	-	-	-	-	-	Unassigned	-
f13457f4ba27ab50ad8fecd85318e186	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Camptobasidiaceae;g__Glaciozyma;s__Glaciozyma_watsonii	-	-	-	-	-	-	-	Unassigned	-
e6c44c4bdd906a910c8ad6108b45543e	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Anthracina;s__Anthracina_ramosa	-	-	-	-	-	-	-	Unassigned	-
142704764fbdfd3ca669e569db3c7fdd	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Myxospora;s__Myxospora_masonii	-	-	-	-	-	-	-	Unassigned	-
8a4f7192028f4a801f28ce549c5d65ca	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
59c4958207586c051b40065982dbf90e	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
5d252e735cd7587e94e147f0cb4286b8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon;s__Hypoxylon_fendleri	-	-	-	-	-	-	-	Unassigned	-
3198dd345a3c325792816a67587f96f9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Torpedosporales;f__Torpedosporaceae;g__Torpedospora;s__Torpedospora_ambispinosa	-	-	-	-	-	-	-	Unassigned	-
90077444e77c638b8ba2d5553c72b79a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora	-	-	-	-	-	-	-	Unassigned	-
056d2ed1ccbe9fd5bf8bc7ec6c503d4d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_sp	-	-	-	-	-	-	-	Unassigned	-
a14d51828b1780d8d1113bc9ac821b6f	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_luteola	-	-	-	-	-	-	-	Unassigned	-
4caf1ca4d4dca3c79bd60597df18bf8a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae	-	-	-	-	-	-	-	Unassigned	-
a8b67f564e61dcebf20ae02abdc6031b	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
0b6d9ebc073a6de5c913b330e27206ed	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_sp	-	-	-	-	-	-	-	Unassigned	-
5804aa2d2a0d23e78d52ec02758180c0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon;s__Hypoxylon_subrutiloides	-	-	-	-	-	-	-	Unassigned	-
1128c1d1f80b2244fca19883fd4175e1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_astellatus	-	-	-	-	-	-	-	Unassigned	-
500c18c5ff69e34213531a55f5407dc5	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
2be3fe6753032f38b10cf69eb412023a	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
296157b9903f12fc1591d71dfda57c55	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
3e647c6e59be7b0643eaeacf9716c23e	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Urocystidales;f__Fereydouniaceae;g__Fereydounia;s__Fereydounia_khargensis	-	-	-	-	-	-	-	Unassigned	-
4d12f4c8f7769f65ddff26b80e90200c	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_rajasthanensis	-	-	-	-	-	-	-	Unassigned	-
fe276c032e7103f1304061307def4aa9	k__Fungi;p__Ascomycota;c__Sordariomycetes	-	-	-	-	-	-	-	Unassigned	-
646beee1ddfa9c04c5bc655df54ae702	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae	-	-	-	-	-	-	-	Unassigned	-
f232ea8f434b1c41a0f04aa83fed0605	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Phyllostictaceae;g__Phyllosticta;s__Phyllosticta_concentrica	-	-	-	-	-	-	-	Unassigned	-
a0b05d68fcbb7fd937329b90f51b6c28	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Neostrelitziana;s__Neostrelitziana_acaciigena	-	-	-	-	-	-	-	Unassigned	-
3b45bd5dbea7fca1923dee0e1726ea8a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phyllachorales;f__Phyllachoraceae;g__Phyllachora;s__Phyllachora_sp	-	-	-	-	-	-	-	Unassigned	-
bd8e442d6098253a013dbd681072eb2a	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__Cyberlindnera_jadinii	-	-	-	-	-	-	-	Unassigned	-
fe7c691357c422999901d8e778dcc0fe	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
9d0064f3bbf2cbe3ccce9ef17d063c0b	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Dipodascus;s__Dipodascus_australiensis	-	-	-	-	-	-	-	Unassigned	-
1d6cf563f30d716b081da363604bdebe	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phyllachorales;f__Phyllachoraceae;g__Phyllachora;s__Phyllachora_sp	-	-	-	-	-	-	-	Unassigned	-
b67c68bbf88adaf83f6e33ed436f2bfe	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales;f__Ustilentylomataceae;g__Microbotryozyma;s__Microbotryozyma_collariae	-	-	-	-	-	-	-	Unassigned	-
01d9ef5b4bbc09fe8c09db7a7b109009	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_cucurbitae	-	-	-	-	-	-	-	Unassigned	-
7b5e937f765d33bdc6916b533e185c49	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
f3f8fc88025d98e64749be1f54171928	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
23975570940812dfb5cb1eeabe2cd0f3	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
1a96d53d5636370657b32a98781236bc	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon;s__Hypoxylon_carneum	-	-	-	-	-	-	-	Unassigned	-
e638c9a3ce53f8a11bc54bb800b25246	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Thelebolaceae;g__Inopinatum;s__Inopinatum_lactosum	-	-	-	-	-	-	-	Unassigned	-
1f26afb7f4dcd26d44edb5a36aa654c6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis	-	-	-	-	-	-	-	Unassigned	-
c47cd74627d360443483998de74bfecd	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_sp	-	-	-	-	-	-	-	Unassigned	-
f63396280daa732d03e59be3e8d0a68f	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_aspenensis	-	-	-	-	-	-	-	Unassigned	-
b815bc338f9581abf7af8c03267aa11e	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Orbiliales_gen_Incertae_sedis;s__Orbiliales_sp	-	-	-	-	-	-	-	Unassigned	-
f6c219c7de5c1fd3da1e8feffa2f5f05	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales	-	-	-	-	-	-	-	Unassigned	-
6545b4da44f9c9a285a2a148828f27f8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_biseriata	-	-	-	-	-	-	-	Unassigned	-
5350ebc297a89ae1f00f75a3d04e5a4b	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium;s__Erythrobasidium_yunnanense	-	-	-	-	-	-	-	Unassigned	-
1ee44724c8758fa1f14959daa2de623c	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
ff7b7613bbbbc9a06a46575657210dfa	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_endophyticum	-	-	-	-	-	-	-	Unassigned	-
d3c36ab276e66800239ae43070c02e36	k__Fungi;p__Basidiomycota	-	-	-	-	-	-	-	Unassigned	-
d1358acfddb0212b50236e368f5bca64	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
2a786d867af8ba7287cb056be717eb32	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Xenoacrodontium;s__Xenoacrodontium_juglandis	-	-	-	-	-	-	-	Unassigned	-
debdedf837bca3ac09fbde30762631c6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_biseriata	-	-	-	-	-	-	-	Unassigned	-
929f8d59e92a8305e6ab365926392355	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Poaceascoma;s__Poaceascoma_helicoides	-	-	-	-	-	-	-	Unassigned	-
ad8bdd35b42acf50afd4b3a097a73826	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
8b627857b8084e1afb66badb39507a8e	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Diutina;s__Diutina_catenulata	-	-	-	-	-	-	-	Unassigned	-
ae0a1d1d8da9e6c64e7b290faa956b24	k__Fungi;p__Ascomycota;c__Sordariomycetes	-	-	-	-	-	-	-	Unassigned	-
31f7a50831b70bd4012707d51d4422fa	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Dimorphiseta;s__Dimorphiseta_terrestris	-	-	-	-	-	-	-	Unassigned	-
9d9e6d65b01ec8b79bb7436a52bfc3a1	k__Fungi;p__Ascomycota;c__Sordariomycetes	-	-	-	-	-	-	-	Unassigned	-
81c9124881d9ebd7eb5595e266d01e3a	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	-	-	-	-	-	-	-	Unassigned	-
77f9bd20c8230d3e398648386167ee6a	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
cc997fbd49fca0250882d9220691469e	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Robillarda;s__Robillarda_roystoneae	-	-	-	-	-	-	-	Unassigned	-
e5fdbe8f97c99969d28e0c17debb5379	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
bbe4ebf4f4b3841307afbcf51824f72c	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales	-	-	-	-	-	-	-	Unassigned	-
cb08b835558d59f312946e8b1b9afb10	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
35349365e080f2d8302dafe3d2a9a4ce	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
67f0e4b6c7ea296d860be509a0ecdf22	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
09bca4e626347ac890d080bb2d23675a	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium;s__Erythrobasidium_yunnanense	-	-	-	-	-	-	-	Unassigned	-
1dd48fcdc280a8a952ff62a2168d23f6	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pseudorobillarda;s__Pseudorobillarda_phragmitis	-	-	-	-	-	-	-	Unassigned	-
f5ef73fd681507cdc8c07f79f3701ecd	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales_fam_Incertae_sedis;g__Pezizales_gen_Incertae_sedis;s__Pezizales_sp	-	-	-	-	-	-	-	Unassigned	-
ebdf70ca0fa24c367a1e6c08d3801eea	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_mangalensis	-	-	-	-	-	-	-	Unassigned	-
1bbba0ca5efc63886d61ad3e10a6722c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Paradevriesiaceae;g__Paradevriesia;s__Paradevriesia_pseudoamericana	-	-	-	-	-	-	-	Unassigned	-
2d19869c245152e698a6feaa0060b107	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
18ae8308fd7b95532a4fd27142e1bcc0	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
28b1eb252ea8cde6d3a48dc280f67eee	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
a87c24d74c66d4a908449fd1e1cafddb	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Agaricostilbales_fam_Incertae_sedis;g__Agaricostilbales_gen_Incertae_sedis;s__Agaricostilbales_sp	-	-	-	-	-	-	-	Unassigned	-
14c3af933f059e59f35f14c77e2ff4c4	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Spencerozyma;s__Spencerozyma_crocea	-	-	-	-	-	-	-	Unassigned	-
38fe6ed3bfc067199e6b5a54746c711e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium	-	-	-	-	-	-	-	Unassigned	-
456a99929d36ee707045726dab77f1d6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_biseriata	-	-	-	-	-	-	-	Unassigned	-
db296d85244e32169a20f8c03391b680	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales	-	-	-	-	-	-	-	Unassigned	-
2c910003bdf9c8d2eb5100f9217062fc	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
930227a69952da266db2db824b066dd6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon	-	-	-	-	-	-	-	Unassigned	-
3328c1c0c5febb3f74e7754561bfdd80	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
111a681960fe232e8356cbf19a794ca1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_mangalensis	-	-	-	-	-	-	-	Unassigned	-
081350218fa6386d5c617972c48d9835	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Neopyrenochaetaceae;g__Neopyrenochaeta;s__Neopyrenochaeta_maesuayensis	-	-	-	-	-	-	-	Unassigned	-
61979674abeef905b3067766995dcc5f	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Wiesneriomycetaceae;g__Spissiomyces;s__Spissiomyces_sp	-	-	-	-	-	-	-	Unassigned	-
671651ea26bb04decdb324340ca3985e	k__Fungi;p__Basidiomycota;c__Agaricomycetes	-	-	-	-	-	-	-	Unassigned	-
2154acc4a72a54fac761d3f1633774be	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
ee4196d793021107ec1341f774d1bc1c	k__Fungi;p__Ascomycota;c__Sordariomycetes	-	-	-	-	-	-	-	Unassigned	-
b05bf91b6d3abc00063e5243a2f3c56f	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	-	-	-	-	-	-	-	Unassigned	-
059a7fe92e832741ee84d092e5d651ef	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
238424c2034e9674efdc84de9410a021	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_apiculatum	-	-	-	-	-	-	-	Unassigned	-
4e1e9b05548ee7d8496bc7d71995080b	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
87a79beb4a7a64d3adf1b9fb55971518	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_cucurbitae	-	-	-	-	-	-	-	Unassigned	-
c1ff6df40208abfe95f86a2823448cbd	k__Fungi;p__Rozellomycota	-	-	-	-	-	-	-	Unassigned	-
cc205e454ea89c2ccaa99392eb44b14c	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
5361b875b09e09511438190744688d31	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
59f92e362320c541a38aff61c6b0d76d	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	-	-	-	-	-	-	-	Unassigned	-
cc16b07cd2cc21e0a553fd22c436683a	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_zsoltii	-	-	-	-	-	-	-	Unassigned	-
083de434ba0c3f69be66a3a4ec9b47b2	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
4cde62d33cc6c80447f9bddc0e463323	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon;s__Hypoxylon_carneum	-	-	-	-	-	-	-	Unassigned	-
a7167f5ab1ba6e07be4f3568de244f43	k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS10;f__GS10_fam_Incertae_sedis;g__GS10_gen_Incertae_sedis;s__GS10_sp	-	-	-	-	-	-	-	Unassigned	-
48a9ff8972d2292df2d53803612e017b	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
e7feebde2b84092261952000355e2f81	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
671db30b507e854d9abc8810bdb80918	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
da545ca24ae0d912641e1e4b695c1bca	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
ba8b7fde566b83a3166c85079044f8c8	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_caesiellus	-	-	-	-	-	-	-	Unassigned	-
8b30913e8c873d50b9ca4f34f6019488	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_vermiculata	-	-	-	-	-	-	-	Unassigned	-
0e4568125d4815b37546ba5ae582bb0d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_biseriata	-	-	-	-	-	-	-	Unassigned	-
a184d5b930c8b8916bbdacef690362af	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_cucurbitae	-	-	-	-	-	-	-	Unassigned	-
27eaca58bb9e292a220135f7468d4498	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
37c7e9ea564e61f85c649c326c762dd7	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales;f__Ustilentylomataceae;g__Microbotryozyma;s__Microbotryozyma_collariae	-	-	-	-	-	-	-	Unassigned	-
80f28ce622f37929e1db582a2dc29216	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__Chaetomium_nepalense	-	-	-	-	-	-	-	Unassigned	-
61ea13df2ed45a5157db7206a6ac30ca	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Hyphodermataceae;g__Hyphoderma;s__Hyphoderma_nudicephalum	-	-	-	-	-	-	-	Unassigned	-
a942a1b0225d5c5672ba228832a31b63	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora	-	-	-	-	-	-	-	Unassigned	-
7bcca5a735e7901ac88c7612144bb121	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Camptobasidiaceae;g__Glaciozyma;s__Glaciozyma_watsonii	-	-	-	-	-	-	-	Unassigned	-
78c4c4e4de35a8810c02381d5fd77b71	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
dcce1c03c64122731c66cded5800af29	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__Ramichloridium_cucurbitae	-	-	-	-	-	-	-	Unassigned	-
c79307562d3222a025abbcd2134869d9	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Skvortzoviella;s__Skvortzoviella_lenis	-	-	-	-	-	-	-	Unassigned	-
6af2a14cba3773ccb53dd7eee7255f9b	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus	-	-	-	-	-	-	-	Unassigned	-
288359624679a797baab460f4ce00d64	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
5afff1386c3866d88dd008af5908d0f4	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_sinensis	-	-	-	-	-	-	-	Unassigned	-
3ced86a3562f4710ba3e1c1df8a02d62	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
898592b2a0a33790aa7767d825c188ad	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Neostrelitziana;s__Neostrelitziana_acaciigena	-	-	-	-	-	-	-	Unassigned	-
6920caaeaa37ce44aa93c3293164b6d4	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_flava	-	-	-	-	-	-	-	Unassigned	-
88c2e49c74bb4c6278135dce0dd90e91	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon;s__Hypoxylon_fendleri	-	-	-	-	-	-	-	Unassigned	-
aa34166b4815354efaef3a3c3bce6289	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
fd421a95cf87b13e4e7570bfb333100e	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora	-	-	-	-	-	-	-	Unassigned	-
0030f98e3c72f590bfad0653beb5d5ad	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
a0c710e836e67327613650efd09ba129	k__Fungi;p__Ascomycota	-	-	-	-	-	-	-	Unassigned	-
c291650a235b2ea4601247e6c33d7375	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__GS16_fam_Incertae_sedis;g__GS16_gen_Incertae_sedis;s__GS16_sp	-	-	-	-	-	-	-	Unassigned	-
75bbef137e47cde89d1434ff4ed119cc	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
c05d5920fb6943013addb5f1fe665ba1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_biseriata	-	-	-	-	-	-	-	Unassigned	-
a7e9cb24509c31d1cd89d5761403d083	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_flava	-	-	-	-	-	-	-	Unassigned	-
5144a7ac0df4ab350902e0e19166aff2	k__Fungi	-	-	-	-	-	-	-	Unassigned	-
d1acf6070ac7c0e5fe95c93e3744aab3	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora	-	-	-	-	-	-	-	Unassigned	-
6aef81ca1a50f2728a5d3632b1b6a214	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sporidesmium;s__Sporidesmium_spiraeae	-	-	-	-	-	-	-	Unassigned	-
44fe88cb564cb2a7b079b4f11e185d7a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_endophyticum	-	-	-	-	-	-	-	Unassigned	-
061bf5f2bc6ef261a7fadf62c538492b	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Doassansiales;f__Doassansiaceae	-	-	-	-	-	-	-	Unassigned	-
