sample_id,origin,site,pop,lat,lon,leafherb,stemfeed,leafcurling,branchno,stemlen,node,basic,leafbio,stembio,branchbio,abovebio,SLA,SSL,BI,trichome,saponins,lignin,N,C,CN,soil_water,soil_PH,soil_SOM,soil_C,soil_N,soil_CN,soil_NH,soil_NO,soil_AP,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
S6P3-9,AR,S6,S6P3,25.593,64.966,2.750121418,0,2.333333333,1,94,15,5.72,1.468,2.6483,0.2293,4.3456,110.5200946,35.49446815,0.086583846,53,1.65660666,NA,1.2,38.62,32.2816,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8791668,13.37500024,53.49999993,431.0318416,30.60000038,5.599999905,25.00000048,23.61666679,14.91666675,23.61666679,13.11666663,746,159,3,98.04348609,437,12,437,14
S6P3-10,AR,S6,S6P3,25.593,64.966,3.348385857,0,1.333333333,1,28,7,3.47,1.1936,NA,0.0144,1.208,165.4035088,NA,NA,3,8.420328924,NA,2.11,39.05,18.5019,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8791668,13.37500024,53.49999993,431.0318416,30.60000038,5.599999905,25.00000048,23.61666679,14.91666675,23.61666679,13.11666663,746,159,3,98.04348609,437,12,437,14
S7P1-1,AR,S7,S7P1,24.167,65.388,7.697968796,0,1.333333333,1,36,6,3.53,1.2286,1.433,0.1221,2.7837,117.6600985,25.12212142,0.085205862,63,3.320515168,0.032,1.44,39.48,27.3483,33.74578178,7.02,10.41875376,0.42,4.13,9.7247,88.594625,2.42725,71.3437542,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P1-2,AR,S7,S7P1,24.167,65.388,4.603729604,0,2,5,71,8,5.07,1.3833,2.1404,0.3247,3.8484,353.0909091,33.17136984,0.151700617,8,5.194341763,0.032,1.93,40.14,20.7648,31.55603917,6.66,4.813695871,0.15,1.55,10.6625,24.2725,6.068125,29.86511762,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P1-3,AR,S7,S7P1,24.167,65.388,7.485982725,0,1,0,32,7,2.49,1.1073,1.363,0,2.4703,274.7368421,23.47762289,0,1,8.724490834,0.032,1.17,39.53,33.6594,31.55603917,6.48,4.846526656,0.17,1.77,10.4108,20.631625,9.709,22.56795007,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P1-4,AR,S7,S7P1,24.167,65.388,1.314289144,0,1,9,89,12,3.37,2.59,2.7362,0.9599,6.2861,109.2867332,32.52686207,0.350814999,8,2.346485862,0.037,1.47,36.15,24.6744,15.87301587,7.02,5.696328151,0.2,2.02,10.1775,8.495375,13.349875,33.70573212,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P1-5,AR,S7,S7P1,24.167,65.388,3.085066567,0,1.333333333,2,49,8,2.86,1.3621,1.3966,0.066,2.8247,325.6547619,35.08520693,0.047257626,43,3.146381604,0.035,1.51,36.96,24.4821,21.29925453,7.31,6.542609153,0.21,2.49,11.6141,9.709,24.2725,63.27846375,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P1-6,AR,S7,S7P1,24.167,65.388,1.350376926,0,1,1,29,7,3.58,1.2061,1.1412,0.0829,2.4302,190.483871,25.41184718,0.072642832,0,5.21014455,NA,1.01,39.28,38.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P1-7,AR,S7,S7P1,24.167,65.388,4.978017303,0,1.666666667,2,65,10,2.69,1.3748,1.6304,0.0091,3.0143,480.5405405,39.86751717,0.005581452,3,3.269162269,NA,1.05,37.51,35.8701,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P1-8,AR,S7,S7P1,24.167,65.388,1.224241723,0,1.333333333,0,68,7,4.92,1.642,2.5683,0,4.2103,190.328152,26.47665771,0,12,3.740361992,NA,1.08,38.53,35.7358,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P1-9,AR,S7,S7P1,24.167,65.388,1.242513632,0,1,0,46,8,2.86,1.2433,1.399,0,2.6423,388.7116564,32.88062902,0,3,2.550958294,NA,0.94,37.59,40.1192,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P1-10,AR,S7,S7P1,24.167,65.388,1.463644948,0,1,1,71,6,3.34,1.214,2.3996,0.0108,3.6244,111.7647059,29.58826471,0.00450075,5,2.285295733,NA,1.44,40.65,28.3093,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P2-1,AR,S7,S7P2,24.167,65.388,1.664025357,0,1.333333333,3,35,8,3.23,1.1978,1.2976,0.0505,2.5459,146.8421053,26.972873,0.038918002,11,6.106170004,0.036,1.05,38.02,36.1967,33.76018626,6.77,10.58618844,0.36,3.91,10.7297,29.127,2.42725,76.33655305,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P2-2,AR,S7,S7P2,24.167,65.388,7.641671437,0,1,2,31,4,6.33,1.2287,1.4472,0.0145,2.6904,170.7637232,21.42067441,0.010019348,2,7.205624809,0.035,1.98,41.14,20.7377,32.09242619,6.98,9.277252762,0.35,3.77,10.725,18.204375,23.058875,96.30774844,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P2-3,AR,S7,S7P2,24.167,65.388,6.351114998,0,1.333333333,0,27,6,3.96,1.1981,1.1354,0,2.3335,398.6666667,23.78016558,0,86,10.58964757,0.037,1.73,41.18,23.7864,27.81641168,6.66,9.001723452,0.32,3.41,10.7533,16.99075,4.8545,83.6337206,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P2-4,AR,S7,S7P2,24.167,65.388,1.930439472,0,1,2,52,8,3.66,1.5197,1.8435,0.0883,3.4515,243.75,28.20721454,0.04789802,19,4.991624109,0.033,1.92,39.48,20.5974,23.42917998,6.62,8.486238532,0.3,3.3,11.0271,14.5635,21.84525,52.52474316,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P2-5,AR,S7,S7P2,24.167,65.388,1.523736179,0,1,2,28,5,2.88,1.2483,1.2606,0.0134,2.5223,166.4427861,22.21164525,0.010629859,53,3.776936521,0.037,1.14,36.07,31.6123,22.79484638,6.85,6.75091671,0.24,2.75,11.407,6.068125,18.204375,61.35815651,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P2-6,AR,S7,S7P2,24.167,65.388,2.482222517,0,1.333333333,3,41,6,3.95,1.641,1.4486,0.0641,3.1537,147.025,28.30318929,0.04424962,0,7.166827896,NA,2.39,40.19,16.8261,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P2-7,AR,S7,S7P2,24.167,65.388,2.093649085,0,1,4,33,7,3.5,1.5711,1.5443,0.2377,3.3531,168.1395349,21.36890501,0.15392087,64,3.920115718,NA,1.08,36.15,33.5383,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P2-8,AR,S7,S7P2,24.167,65.388,2.267418675,0,1.333333333,4,28,6,3.62,1.312,1.2076,0.0381,2.5577,216.3507109,23.18648559,0.031550182,50,7.26362693,NA,3.46,42.36,12.2468,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P2-9,AR,S7,S7P2,24.167,65.388,19.68939802,0,2,3,45,10,3.11,1.1464,1.2831,0.084,2.5135,416.9565217,35.07131167,0.065466448,0,6.600963788,NA,1.04,34.62,33.2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P2-10,AR,S7,S7P2,24.167,65.388,1.277068295,0,2,6,46,8,4.26,1.5431,1.6572,0.2626,3.4629,274.6368715,27.75766353,0.158460053,13,6.366129298,NA,3.89,37.38,9.6057,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P3-1,AR,S7,S7P3,24.167,65.388,4.075645987,0,1.333333333,0,21,4,3.44,1.1075,1.0744,0,2.1819,308.2,19.545793,0,0,5.023846478,0.034,1.51,35.08,23.1691,53.49794239,6.06,13.81714876,0.55,6.43,11.7167,87.381,1.213625,72.1118771,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P3-2,AR,S7,S7P3,24.167,65.388,1.772581558,0,1.666666667,2,48,6,3.51,1.2296,1.4559,0.046,2.7315,488.0232558,32.96929734,0.031595577,0,3.866169172,0.036,4.36,41.14,9.4266,49.2845787,6.31,10.09547974,0.43,4.56,10.6003,78.5684625,2.42725,77.10467595,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P3-3,AR,S7,S7P3,24.167,65.388,1.620756353,0,2,0,70,10,4.23,1.3563,1.9317,0,3.288,249.6428571,36.237511,0,0,3.9481453,0.032,1.54,38.25,24.7714,51.46036161,6.36,14.66322273,0.65,6.85,10.5887,60.68125,12.13625,76.98945751,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P3-4,AR,S7,S7P3,24.167,65.388,2.541661671,0,1.333333333,0,33,7,2.71,1.1709,1.2253,0,2.3962,245.4411765,26.93217987,0,0,5.098468237,0.031,3.93,39.15,9.9541,32.35747304,6.51,11.54308617,0.41,4.41,10.8651,32.767875,0.3640875,77.4887374,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P3-5,AR,S7,S7P3,24.167,65.388,3.929964065,0,1,3,26,5,3.97,1.1949,1.2006,0.0541,2.4496,413.8834951,21.65583875,0.045060803,12,4.984140415,0.034,1.6,35.34,22.138,48.60088365,6.38,13.61449753,0.56,5.62,10.0754,36.40875,2.42725,76.7206145,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P3-6,AR,S7,S7P3,24.167,65.388,2.672028017,0,1.333333333,0,25,4,3.12,1.1443,1.1311,0,2.2754,364.469697,22.10237822,0,0,6.16282227,NA,5.06,45.44,8.9806,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P3-7,AR,S7,S7P3,24.167,65.388,2.442280509,0,1,0,23,5,3.13,1.1071,1.1293,0,2.2364,424.7777778,20.36659878,0,0,3.445610584,NA,1.31,35.67,27.2393,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P3-8,AR,S7,S7P3,24.167,65.388,2.456560815,0,1.666666667,2,76,8,4.74,1.413,1.8817,0.0721,3.3668,468.4166667,40.38900994,0.038316416,0,7.017001622,NA,3.11,42.12,13.5557,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P3-9,AR,S7,S7P3,24.167,65.388,2.493148854,0,1,0,24,5,3.93,1.1156,1.2421,0,2.3577,314.8125,19.32211577,0,0,7.68696111,NA,2.12,40.46,19.0941,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S7P3-10,AR,S7,S7P3,24.167,65.388,2.220146573,0,1.333333333,2,22,5,3.37,1.1513,1.1046,0.0146,2.2705,303.6666667,19.91671193,0.013217454,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61249983,12.72499983,54.84913763,387.7682251,27.39999962,4.199999809,23.19999981,20.71666638,13.16666667,20.71666638,11.46666662,770,179,6,100.4613572,471,21,471,23
S8P1-1,AR,S8,S8P1,25.136,58.243,7.087152825,0,2.666666667,4,57,11,7.68,2.319,4.2601,1.5272,8.1063,496.097561,13.37996761,0.358489237,3,5.058995092,0.034,3.17,39.97,12.5994,43.7235543,5.14,6.841795726,0.24,1.79,7.4697,75.24475,1.213625,33.32167067,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P1-2,AR,S8,S8P1,25.136,58.243,1.57480315,0,3.333333333,3,28,10,4.28,1.4057,1.4507,0.0333,2.8897,416.9444444,19.30102709,0.022954436,0,6.898286892,0.034,1,34.76,34.9015,39.29024081,6.27,5.927253418,0.18,1.4,7.7907,65.53575,0.6068125,33.70573212,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P1-3,AR,S8,S8P1,25.136,58.243,14.91636672,0,2.666666667,4,31,9,4.62,1.784,1.8966,0.072,3.7526,169.1737892,16.34503849,0.03796267,7,4.158980978,0.037,5.31,43.14,8.1221,32.09242619,6.48,6.319327731,0.18,1.65,9.1057,38.836,1.213625,34.85791647,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P1-4,AR,S8,S8P1,25.136,58.243,8.313708699,0,2.666666667,2,58,14,4.75,1.6333,3.0932,1.1552,5.8817,100.1373626,18.75080822,0.373464373,0,5.714874825,0.031,2.74,37.82,13.7845,25.79666161,5.13,6.791239703,0.04,0.23,5.4731,12.13625,3.640875,20.26358137,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P1-5,AR,S8,S8P1,25.136,58.243,7.751937984,0,3,1,37,10,5.45,1.8696,2.3941,0.7857,5.0494,179.281768,15.45465937,0.32818178,5,6.197443098,0.03,2.09,29.59,14.1832,16.84836472,7.64,2.134967672,0.21,1.97,9.4721,10.922625,4.8545,3.74893903,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P1-6,AR,S8,S8P1,25.136,58.243,1.168535464,0,1.666666667,0,40,9,7.33,1.7153,2.3924,0,4.1077,184.8496241,16.7196121,0,1,3.115007957,NA,2.5,31.38,12.5468,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P1-7,AR,S8,S8P1,25.136,58.243,1.203522129,0,1,0,37,8,5.06,1.4356,1.7915,0,3.2271,211.3333333,20.65308401,0,1,3.850681456,NA,2.72,32.59,11.9943,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P1-8,AR,S8,S8P1,25.136,58.243,2.438422633,0,2,0,44,10,5.15,1.4104,2.1895,0,3.5999,NA,20.09591231,0,2,3.002748572,NA,1.62,31.35,19.3991,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P1-9,AR,S8,S8P1,25.136,58.243,4.324900133,0,2.333333333,4,47,11,7.4,2.3016,2.8341,0.7182,5.8539,319.9565217,16.58374793,0.253413782,3,4.202715044,NA,2.19,35.68,16.2694,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P1-10,AR,S8,S8P1,25.136,58.243,6.641283655,0,2.333333333,1,36,9,5,1.5349,1.7698,0.0119,3.3166,129.0309278,20.3412815,0.006723924,1,4.169425155,NA,2.77,34.66,12.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P2-1,AR,S8,S8P2,25.136,58.243,2.232616152,0,2,1,49,12,6.1,1.9297,3.479,0.0726,5.4813,153.2476636,14.08450704,0.020868066,12,1.462703432,0.033,1.86,31.87,17.1507,24.23263328,7.61,4.049823921,0.12,0.86,7.1437,20.631625,3.640875,25.64044167,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P2-2,AR,S8,S8P2,25.136,58.243,4.798711755,0,2.333333333,2,33,9,5.03,1.4318,1.5401,0.0756,3.0475,233.7704918,21.42718005,0.049087722,27,1.833657836,0.031,3.05,33.72,11.0373,28.75399361,6.14,4.920830629,0.14,0.99,7.1555,36.40875,2.42725,9.125799328,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P2-3,AR,S8,S8P2,25.136,58.243,19.69328398,0,2.666666667,2,28,7,3.84,1.2611,1.497,0.0276,2.7857,244.9392713,18.70407482,0.018436874,16,3.110722271,0.031,2.37,31.83,13.4542,39.4922426,5.61,6.807511737,0.21,1.59,7.5808,44.904125,6.068125,31.01730197,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P2-4,AR,S8,S8P2,25.136,58.243,4.653025559,0,3.666666667,7,30,9,5.14,1.572,1.4849,0.0911,3.148,195.5719557,20.2033807,0.061350933,16,2.641530274,0.031,2.69,29.3,10.8852,25.95797281,6.73,4.348403373,0.07,0.61,8.2465,15.777125,6.068125,14.50265963,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P2-5,AR,S8,S8P2,25.136,58.243,16.58763532,0,2.666666667,3,38,10,4.6,1.3275,1.7133,0.0495,3.0903,358.8636364,22.17941983,0.028891613,7,3.752284942,0.034,2.34,33.37,14.2318,30.80872914,6.29,5.566587239,0.15,1.12,7.4403,55.82675,7.28175,40.61883821,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P2-6,AR,S8,S8P2,25.136,58.243,4.562584118,0,2,0,29,7,5.25,1.4048,1.7044,0,3.1092,162.9971182,17.01478526,0,15,2.990905207,NA,2.51,33.74,13.4353,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P2-7,AR,S8,S8P2,25.136,58.243,14.94193357,0,2.333333333,1,35,11,5.24,1.3065,1.7269,0.013,3.0464,188.2258065,20.26753141,0.00752794,10,2.658317739,NA,2.33,33.78,14.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P2-8,AR,S8,S8P2,25.136,58.243,1.455653351,0,2,6,48,10,6.52,2.5279,2.7275,0.3824,5.6378,264.6575342,17.59853346,0.14020165,6,5.419117094,NA,2.41,33.61,13.9237,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P2-9,AR,S8,S8P2,25.136,58.243,1.256140351,0,2,0,42,9,4.44,1.4007,2.2728,0,3.6735,122.0673077,18.47940866,0,4,4.849433917,NA,2.32,31.29,13.4818,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P2-10,AR,S8,S8P2,25.136,58.243,2.130299897,0,2.333333333,6,40,11,4.22,1.9176,2.0244,0.4051,4.3471,178.75,19.75894092,0.200108674,8,5.080268995,NA,2.52,32.56,12.9357,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P3-1,AR,S8,S8P3,25.136,58.243,7.803199405,0,2.333333333,3,33,8,5.59,1.4689,1.5424,0.043,3.0543,453.2967033,21.39522822,0.027878631,0,3.659134362,0.034,3.65,37.55,10.2861,20.27883397,7.97,2.952676284,0.05,0.48,9.2059,12.13625,7.28175,3.36487758,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P3-2,AR,S8,S8P3,25.136,58.243,2.420442287,0,2,4,45,11,4.57,1.6845,2.1902,0.3359,4.2106,130.5030181,20.54606885,0.153364989,0,3.131926071,0.031,2.73,33.38,12.2085,26.06310014,7.9,3.700440529,0.08,0.47,5.8356,7.28175,7.28175,14.11859818,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P3-3,AR,S8,S8P3,25.136,58.243,36.46430954,0,2,0,31,7,3.49,1.2954,1.2643,0,2.5597,314.5061728,24.51949695,0,0,2.559777947,0.035,2.22,31.56,14.2323,17.54385965,7.53,2.40393961,0.04,0.21,5.1222,8.495375,0.6068125,4.13300048,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P3-4,AR,S8,S8P3,25.136,58.243,2.079443765,0,2.666666667,4,48,10,8.08,1.9394,2.4556,0.9686,5.3636,459.2857143,19.54715752,0.394445349,1,2.457832306,0.034,2.44,31.48,12.9186,21.89781022,6.19,4.449586777,0.11,0.77,7.0092,20.631625,0.3640875,21.03170427,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P3-5,AR,S8,S8P3,25.136,58.243,9.394066026,0,3.333333333,3,42,12,5.1,1.5973,2.0811,0.2847,3.9631,212.8113879,20.18163471,0.136802652,0,3.072092845,0.033,1.67,44.55,26.6824,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P3-6,AR,S8,S8P3,25.136,58.243,2.622212537,0,2.333333333,4,59,9,6.24,1.8218,2.157,0.1387,4.1175,214.3495935,27.35280482,0.064302272,0,3.534677986,NA,2.2,35.26,16.0608,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
S8P3-7,AR,S8,S8P3,25.136,58.243,24.99038092,0,2.666666667,5,48,12,3.66,1.2689,1.5766,0.5289,3.3744,259.8,30.44526196,0.33546873,0,3.864230746,NA,5.8,35.35,6.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66250022,11.54166698,51.06932208,374.4033157,33.20000076,10.60000038,22.60000038,26.71666686,17.98333359,27.26666705,17.98333359,1074,150,22,43.45302351,407,123,359,123
