sample_id,richness,shannon,evenness,origin,site,pop,lat,lon,leafherb,stemfeed,leafcurling,branchno,stemlen,node,basic,leafbio,stembio,branchbio,abovebio,SLA,SSL,BI,trichome,saponins,lignin,N,C,CN,soil_water,soil_PH,soil_SOM,soil_C,soil_N,soil_CN,soil_NH,soil_NO,soil_AP,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,cluster,Pathotroph,Pathotroph-Saprotroph,Pathotroph-Saprotroph-Symbiotroph,Pathotroph-Symbiotroph,Saprotroph,Saprotroph-Symbiotroph,Symbiotroph,Unknowntroph,compartment,patho,sapro,symbio,patho_s,sapro_s,symbio_s,centroid_x,centroid_y,area,cpc1,cpc2,cpc3,dbMEM.1,dbMEM.2,dbMEM.3,dbMEM.4,dbMEM.5,dbMEM.6,dbMEM.7,dbMEM.8,dbMEM.9,dbMEM.10,dbMEM.11,dbMEM.12,dbMEM.13,gamma_richness,cluster_n
GD3P1-2,155,1.0696382506075495,0.2120856810224503,CN,GD3,GD3P1,24.015,114.805,1.327495335,0,1.666666667,3,36,9,3.14,1.267,1.2583,0.0118,2.5371,261.5217391,28.6100294,0.009377732,0,9.646362915,0.033,4.21,36.13,8.5812,16.14844411,4.14,5.008647067,0.12,1.02,8.6969,14.5635,10.6799,110.9020835,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,39,19,18,20,26,1,5,27,CN-GD,64.5,42,21.5,0.4842271293375394,0.17283950617283952,0.35862068965517235,0.01756060972844823,0.0026669132816443237,0.1382744951061269,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253008,1.3730827426102912,-0.8329058972960519,0.12278495585515876,-1.0881298109970883,1.591541255296976,-1.2084308187723893,-0.3296582821470869,1594,42
GD3P1-3,163,0.9749231366870437,0.19139594566938767,CN,GD3,GD3P1,24.015,114.805,3.353627275,0,1.666666667,4,54.2,11,2.76,1.3769,1.5597,0.0169,2.9535,264.7826087,34.75027249,0.010835417,8,7.293306387,0.038,3.94,36.58,9.2886,13.06377681,4.99,4.989953115,0.13,1.02,7.8954,8.495375,9.709,124.3442343,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,45,17,22,22,23,4,1,29,CN-GD,71.83333333333333,40.833333333333336,21.333333333333332,0.5536277602523658,0.16619183285849956,0.3551724137931033,0.026755055655491845,0.0034343053680477285,0.1505448655399576,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253008,1.3730827426102912,-0.8329058972960517,0.12278495585515876,-1.0881298109970883,1.5915412552969759,-1.2084308187723893,-0.3296582821470863,1594,42
GD3P1-4,129,3.1114200037084867,0.640234590313814,CN,GD3,GD3P1,24.015,114.805,3.129444104,0,1.666666667,1,43.5,13,2.68,1.1737,1.4228,0.0038,2.6003,266.962963,30.57351701,0.00267079,2,7.206797627,0.033,3.02,37.93,12.56,17.07164706,5.7,6.202169428,0.12,1.16,9.657,18.204375,2.42725,143.5473068,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,28,11,16,26,20,3,3,22,CN-GD,51.833333333333336,32.333333333333336,22.833333333333332,0.3643533123028391,0.11775878442545111,0.3862068965517241,0.0023957605365909416,-0.009017171955629214,0.09920356499842578,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253008,1.373082742610291,-0.8329058972960516,0.12278495585515876,-1.0881298109970885,1.5915412552969768,-1.2084308187723902,-0.32965828214708703,1594,42
GD3P1-5,176,1.4808663261549477,0.2864076801274425,CN,GD3,GD3P1,24.015,114.805,8.379828667,0,1,4,39.5,8,3.32,1.268,1.2924,0.0166,2.577,289.1954023,30.5632931,0.012844321,0,6.542862104,0.033,3.69,35.82,9.7055,15.92542855,5.55,4.910503208,0.15,1.5,10.0217,9.709,7.28175,118.1992511,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,41,19,21,31,25,5,2,32,CN-GD,73,44,27,0.5646687697160883,0.1842355175688509,0.4724137931034482,0.014987233393684985,-0.0037298203357435597,0.19824393548561495,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253008,1.3730827426102916,-0.8329058972960519,0.12278495585515876,-1.0881298109970887,1.5915412552969772,-1.208430818772389,-0.3296582821470874,1594,42
GD3P2-1,238,2.0125414963758743,0.36777082428665997,CN,GD3,GD3P2,24.015,114.805,31.99716928,0,1.666666667,0,58.4,12,4.37,1.375,1.6955,0,3.0705,298.2894737,34.44411678,0,133,7.918693692,0.033,3.43,36.65,10.7,28.91600374,6.2,8.76395481,0.2,2.59,12.7063,24.2725,18.204375,164.6706865,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,62,25,35,31,38,4,5,38,CN-GD,101.66666666666667,64.16666666666667,34.166666666666664,0.8359621451104101,0.2991452991452992,0.6206896551724136,0.03011743734796619,0.004567797372650787,0.41336414178512204,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253017,1.3730827426102916,-0.8329058972960517,0.12278495585515876,-1.0881298109970894,1.5915412552969792,-1.2084308187723893,-0.3296582821470866,1594,42
GD3P2-2,152,3.3734550147927878,0.6714839257810468,CN,GD3,GD3P2,24.015,114.805,25.97450527,0,1,0,66.7,13,2.6,1.0485,1.5188,0,2.5673,266,43.91624967,0,46,11.36292072,0.033,2.75,36.61,13.3157,15.73114079,6.15,4.077281812,0.07,0.88,11.9258,6.068125,9.709,83.24965915,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,31,16,17,28,23,2,2,33,CN-GD,58.666666666666664,37.666666666666664,22.666666666666668,0.42902208201892744,0.14814814814814814,0.3827586206896551,0.008796943201240852,-0.003944846465343388,0.12318159501637557,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253025,1.3730827426102923,-0.832905897296052,0.12278495585515897,-1.0881298109970907,1.5915412552969812,-1.208430818772387,-0.32965828214708204,1594,42
GD3P2-3,178,3.150533502075911,0.6080017568272073,CN,GD3,GD3P2,24.015,114.805,9.803817607,0,1,0,36,8,1.74,1.149,1.1586,0,2.3076,380.1515152,31.07198343,0,53,6.336792297,0.033,4.67,35.99,7.703,23.58469068,6.52,7.431715725,0.17,2.17,12.7543,14.5635,30.340625,122.423927,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,40,23,23,23,33,2,0,34,CN-GD,70.66666666666667,53.166666666666664,20.166666666666668,0.5425867507886435,0.23646723646723647,0.3310344827586207,0.02782212192959993,0.017145010941762212,0.1672285195939588,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.773187809225302,1.3730827426102923,-0.8329058972960522,0.12278495585515876,-1.0881298109970903,1.5915412552969814,-1.208430818772387,-0.3296582821470835,1594,42
GD3P2-4,275,2.7985580493359374,0.49825032935712277,CN,GD3,GD3P2,24.015,114.805,24.46538447,0,1,0,99.8,17,3.72,1.1123,2.0279,0,3.1402,280.3488372,49.21347206,0,105,7.206797627,0.035,3.42,38.37,11.2341,26.29805496,6.6,6.633399867,0.14,2.07,14.4009,20.631625,7.28175,108.5977148,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,51,23,28,39,40,3,21,70,CN-GD,91.33333333333333,62.333333333333336,51.333333333333336,0.7381703470031544,0.28869895536562207,0.9758620689655171,-0.014149766149880989,-0.031374001688209974,0.5261934889777202,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253023,1.3730827426102923,-0.8329058972960521,0.12278495585515897,-1.0881298109970898,1.5915412552969812,-1.2084308187723873,-0.3296582821470834,1594,42
GD3P2-5,143,3.4297672625876863,0.6910889858762448,CN,GD3,GD3P2,24.015,114.805,4.203670322,0,1.666666667,0,74.5,14,3.93,1.1966,1.7604,0,2.957,349.4214876,42.31992729,0,38,9.019934377,0.033,3.42,36.55,10.7024,21.92538172,6.35,5.101295251,0.16,2.11,13.1943,10.922625,10.922625,100.9164858,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,39,13,14,23,16,2,1,35,CN-GD,61.666666666666664,28.166666666666668,18.166666666666668,0.45741324921135645,0.09401709401709404,0.28965517241379307,0.020429756736096715,-0.0018291236800132631,0.08778436869976489,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253023,1.3730827426102925,-0.832905897296052,0.12278495585515917,-1.0881298109970898,1.5915412552969812,-1.2084308187723873,-0.329658282147084,1594,42
GD3P3-1,285,3.3201424262651957,0.5873770511326121,CN,GD3,GD3P3,24.015,114.805,1.942908789,0,1.333333333,0,51,10,2.78,1.1502,1.4305,0,2.5807,181.641791,35.65186998,0,57,5.574884535,0.033,2.72,38.58,14.1891,63.08328464,6.26,7.009377319,0.14,1.6,11.7386,16.99075,8.495375,38.31446952,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,58,35,23,30,71,6,8,54,CN-GD,98.16666666666667,99.16666666666667,33.666666666666664,0.802839116719243,0.4985754985754986,0.6103448275862068,0.014746902667539221,0.04000703476097857,0.5172716008088047,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.773187809225302,1.3730827426102923,-0.832905897296052,0.12278495585515917,-1.0881298109970898,1.5915412552969816,-1.2084308187723873,-0.3296582821470841,1594,42
GD3P3-2,146,3.437626591236317,0.6897869057846964,CN,GD3,GD3P3,24.015,114.805,2.115630251,0,1.333333333,0,60,12,2.55,1.2519,1.4657,0,2.7176,223.1225296,40.9360715,0,51,6.615510563,0.036,2.72,38.6,14.201,30.41167701,6.6,7.680945347,0.15,1.91,12.7893,6.068125,0.242725,34.47385502,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3,33,16,21,21,24,2,3,26,CN-GD,58.5,40,21.5,0.4274447949526814,0.16144349477682812,0.35862068965517235,0.010554117038412426,-2.833650625451893e-4,0.12132829976301152,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.773187809225302,1.373082742610292,-0.8329058972960521,0.12278495585515897,-1.0881298109970892,1.5915412552969808,-1.2084308187723873,-0.32965828214708476,1594,42
GD3P3-3,93,3.4331697986222247,0.7574394790027706,CN,GD3,GD3P3,24.015,114.805,25.64602548,2,1.333333333,6,88.5,17,3.56,1.5076,2.4251,0.0445,3.9772,206.6030534,36.49334048,0.018349759,50,5.134377395,0.036,2.9,39.22,13.5455,65.11299562,6.94,8.048825257,0.15,1.86,12.3915,8.495375,1.213625,36.39416227,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,1,20,10,15,11,18,0,1,18,CN-GD,35.5,28,11.5,0.20977917981072555,0.09306742640075974,0.15172413793103445,0.007427221061931084,0.004359466237198599,0.028350531784683185,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253018,1.373082742610292,-0.832905897296052,0.12278495585515917,-1.0881298109970892,1.5915412552969805,-1.2084308187723876,-0.32965828214708504,2291,85
GD3P3-4,208,2.521467798395739,0.4724027746021884,CN,GD3,GD3P3,24.015,114.805,12.09364237,2,1.333333333,3,85,13,3.01,1.3205,1.9464,0.2154,3.4823,229.0540541,43.6703658,0.110665845,0,6.728926326,0.035,3.02,39.8,13.1754,69.93645658,5.66,6.962744967,0.16,1.64,10.5042,7.28175,3.640875,32.16948632,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,1,45,23,26,15,43,4,7,45,CN-GD,72.66666666666667,65.16666666666667,25.166666666666668,0.5615141955835963,0.30484330484330485,0.43448275862068964,0.012822450527832149,0.01845661203048091,0.23711396229361026,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253022,1.373082742610292,-0.8329058972960516,0.12278495585515957,-1.0881298109970896,1.5915412552969794,-1.2084308187723865,-0.3296582821470792,2291,85
GD3P3-5,147,3.1977094471859084,0.6407679878609464,CN,GD3,GD3P3,24.015,114.805,28.19186676,0,1,3,83.4,14,3.67,1.0934,1.8654,0.0318,2.9906,263.7209302,44.70890962,0.017047282,35,7.887579944,0.034,3.04,36.89,12.1266,63.91789082,6.45,8.070011357,0.18,2.06,11.5466,9.709,4.8545,22.95201152,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,1,29,19,17,15,33,1,3,30,CN-GD,51.666666666666664,48.666666666666664,16.666666666666668,0.362776025236593,0.2108262108262108,0.2586206896551724,0.010208901110276754,0.017357645410089842,0.09735342332701553,-0.5647387637641832,-4.278459360329093,-0.320722571103182,0,0,0,0,0,-0.7731878092253024,1.3730827426102918,-0.8329058972960514,0.12278495585515978,-1.0881298109970896,1.5915412552969788,-1.2084308187723873,-0.3296582821470781,2291,85
JX1P1-2,126,3.5572760468519755,0.7355394320043439,CN,JX1,JX1P1,25.906,115.049,17.53800406,1,1,0,84,16,2.64,1.1794,1.9611,0,3.1405,324.7887324,42.83310387,0,129,8.870562465,0.031,3.61,56.15,15.539,12.20826031,6.62,6.466772571,0.16,1.61,10.3696,8.495375,1.213625,23.72013442,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,26,16,17,23,19,0,5,20,CN-JX,51.166666666666664,32.666666666666664,22.166666666666668,0.3580441640378549,0.11965811965811965,0.37241379310344824,0.0027368746063147803,-0.008025364148574177,0.09558573999565781,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915053,1.123850732089013,0.30610978567604363,1.3868405530889822,-1.3876262338425394,0.2349949641180348,1.1011539326777993,1.3333640230646515,2291,85
JX1P1-3,138,0.8070888031916624,0.16380094364187625,CN,JX1,JX1P1,25.906,115.049,7.701111053,0,1.666666667,0,30.4,9,2.93,1.0384,1.1506,0,2.189,290,26.42099774,0,74,6.701130158,0.032,3.46,38.4,11.1112,17.84037559,5.75,5.900891839,0.14,1.42,9.9513,15.777125,6.068125,23.72013442,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,30,13,24,15,27,1,4,24,CN-JX,52,42,20,0.3659305993690852,0.17283950617283952,0.32758620689655166,0.004882054705977346,0.0026127958368236687,0.10381086324282847,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915053,1.1238507320890128,0.3061097856760438,1.3868405530889818,-1.3876262338425396,0.23499496411803492,1.1011539326777997,1.3333640230646495,2291,85
JX1P1-5,64,2.594084202880348,0.6237454025239797,CN,JX1,JX1P1,25.906,115.049,1.044578533,0,1.333333333,6,44.6,10,2.96,1.2712,1.393,0.0381,2.7023,284.2931937,32.017229,0.027351041,5,8.218988305,0.035,3.15,36.23,11.504,14.56237789,7.69,6.812062466,0.17,1.87,10.7526,8.495375,14.5635,150.0763514,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,13,5,13,5,9,0,2,17,CN-JX,22.333333333333332,15.833333333333334,8.833333333333334,0.08517350157728706,0.0237416904083571,0.09655172413793102,2.753084986587556e-4,-0.002737369016372834,0.005429161960065414,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915054,1.1238507320890125,0.30610978567604363,1.3868405530889818,-1.3876262338425396,0.23499496411803522,1.101153932677799,1.3333640230646502,2291,85
JX1P1-6,122,1.1650894229378217,0.24252379664638068,CN,JX1,JX1P1,25.906,115.049,9.504215846,0,1.666666667,8,33.5,10,2.98,1.1529,1.2166,0.0613,2.4308,314.8275862,27.53575538,0.050386323,24,6.830837119,0.035,3.88,38.44,9.9012,28.80658436,7.69,10.18412356,NA,NA,10.5636,10.922625,3.640875,50.22037446,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,23,8,19,12,26,0,4,30,CN-JX,39.333333333333336,36.333333333333336,16.333333333333332,0.2460567823343849,0.1405508072174739,0.25172413793103443,-0.00217388291306084,0.0020297132345521167,0.057115216106639964,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915054,1.123850732089013,0.3061097856760435,1.386840553088982,-1.3876262338425396,0.23499496411803528,1.1011539326777993,1.33336402306465,2291,85
JX1P1-8,163,2.9060023938945525,0.5705035149611953,CN,JX1,JX1P1,25.906,115.049,4.633359058,0,1.333333333,5,55,13,3.1,1.4251,1.5908,0.3542,3.3701,293.8345865,34.57379935,0.222655268,7,8.861183841,0.035,3.13,37.13,11.8499,25.95469333,7.29,7.953333333,NA,NA,9.5394,26.69975,0.242725,103.9889774,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,24,17,23,36,28,2,5,28,CN-JX,58.166666666666664,45.166666666666664,31.666666666666668,0.42429022082018925,0.19088319088319086,0.5689655172413792,-0.011313658019840186,-0.0171478710366935,0.18662948325918677,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915055,1.1238507320890125,0.3061097856760437,1.3868405530889822,-1.3876262338425394,0.23499496411803542,1.1011539326777995,1.3333640230646513,2291,85
JX1P2-1,136,3.0311717342846567,0.6170129603619617,CN,JX1,JX1P2,25.906,115.049,2.900847513,0,1,0,16.1,8,2.17,1.0891,1.0986,0,2.1877,239.1044776,14.65501547,0,35,6.812534707,0.034,4.52,38.24,8.4653,15.16632623,5.26,7.022789183,0.17,1.66,9.532,14.5635,9.709,44.84351416,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,27,19,19,13,23,1,5,29,CN-JX,49.333333333333336,39.333333333333336,18.333333333333332,0.3406940063091483,0.157644824311491,0.293103448275862,0.006092028532174599,0.0031903795203617083,0.0865044527967648,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915055,1.1238507320890128,0.3061097856760437,1.3868405530889818,-1.3876262338425382,0.23499496411803586,1.101153932677799,1.3333640230646515,2291,85
JX1P2-2,200,2.8562213891058867,0.539080842370674,CN,JX1,JX1P2,25.906,115.049,4.252012509,0,1.333333333,0,24.3,8,2.71,1.0916,1.1318,0,2.2234,256.2105263,21.47022442,0,156,6.020210461,0.038,4.35,38.55,8.8625,21.88301505,6.11,9.132145954,0.25,2.71,10.7432,14.5635,15.777125,170.0475468,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,42,20,32,28,34,1,2,41,CN-JX,76.66666666666667,55.166666666666664,27.166666666666664,0.5993690851735016,0.24786324786324787,0.47586206896551714,0.016886662548416462,0.005195991666705136,0.23890492845343564,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915055,1.1238507320890123,0.30610978567604363,1.3868405530889822,-1.3876262338425378,0.23499496411803583,1.1011539326777997,1.333364023064653,2291,85
JX1P2-3,161,1.2775615595695062,0.2514189912483795,CN,JX1,JX1P2,25.906,115.049,19.44677787,0,2.333333333,0,25.3,9,2.39,1.0606,1.1191,0,2.1797,234.5098039,22.60745242,0,299,8.742532849,0.035,2.75,38.92,14.1294,8.596746333,6.39,8.346677342,0.21,2.21,10.4258,10.922625,2.42725,90.54682669,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,38,17,24,16,25,0,9,32,CN-JX,62.5,41.5,25,0.46529968454258674,0.16999050332383667,0.43103448275862066,0.007614080539202724,-0.0046471352314342565,0.15282252556832668,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915052,1.1238507320890125,0.30610978567604363,1.386840553088982,-1.3876262338425385,0.2349949641180361,1.1011539326777997,1.333364023064652,2291,85
JX1P2-4,160,1.62157156941202,0.31951054849484206,CN,JX1,JX1P2,25.906,115.049,5.238953437,0,2,2,37.3,12,3.1,1.1657,1.4325,0.0091,2.6073,194.7282609,26.03839442,0.006352531,18,6.112065635,0.032,2.75,40.55,14.7358,11.41881848,5.53,6.862221034,0.18,1.7,9.6566,4.8545,7.28175,84.40184349,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,32,13,24,24,41,1,2,23,CN-JX,58.5,56,22.5,0.4274447949526814,0.2526115859449193,0.37931034482758613,0.002041767727504861,0.01194075702383164,0.1584523067820638,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915057,1.1238507320890123,0.3061097856760441,1.3868405530889818,-1.387626233842538,0.2349949641180351,1.1011539326777988,1.333364023064651,2291,85
JX1P2-5,150,3.4098385337204906,0.6805202002504768,CN,JX1,JX1P2,25.906,115.049,4.364055843,0,1.333333333,1,49.5,12,2.73,1.1786,1.5031,0.0276,2.7093,206.0335196,32.93194066,0.018362052,133,5.100137677,0.031,3.2,39.19,12.2554,11.169117,6.24,8.554257095,0.22,2.18,10.0459,8.495375,7.28175,124.3442343,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,28,14,22,26,28,0,3,29,CN-JX,55.333333333333336,42.333333333333336,23.333333333333332,0.39747634069400634,0.17473884140550808,0.396551724137931,0.0019627916741621846,-0.0031497378998382296,0.12833087993291248,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915057,1.1238507320890123,0.30610978567604386,1.3868405530889818,-1.3876262338425385,0.2349949641180356,1.1011539326777988,1.3333640230646493,2291,85
JX1P3-1,131,0.8471746471254824,0.17377238108778964,CN,JX1,JX1P3,25.906,115.049,4.849554177,0,2.333333333,0,48.5,14,2.48,1.0386,1.3861,0,2.4247,222.0805369,34.99026044,0,22,3.46424446,0.032,2.66,38.94,14.6386,16.1013257,5.36,6.612336845,0.15,1.51,9.8562,6.068125,6.068125,39.08259241,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,24,13,20,18,29,0,4,23,CN-JX,46.166666666666664,42.166666666666664,19.666666666666668,0.31072555205047314,0.1737891737891738,0.32068965517241377,-0.002694000867036015,0.0016511903536330012,0.09066402515729177,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915057,1.1238507320890123,0.3061097856760437,1.3868405530889822,-1.3876262338425382,0.23499496411803492,1.1011539326777988,1.3333640230646493,2291,85
JX1P3-2,114,0.5549842421214483,0.1171792626868454,CN,JX1,JX1P3,25.906,115.049,6.993885263,0,2.333333333,0,69.8,16,3.1,1.0371,1.6968,0,2.7339,233.28,41.13625648,0,66,6.791193042,0.038,2.76,38.81,14.054,13.85941441,5.83,6.581448705,0.16,1.44,9.1604,1.213625,1.213625,30.63324052,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,22,13,18,18,20,0,3,20,CN-JX,43.5,32.5,18,0.2854889589905363,0.11870845204178537,0.2862068965517241,0.0017497686303566673,-0.0032187568649124057,0.06476745876144355,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915054,1.1238507320890117,0.3061097856760436,1.386840553088982,-1.387626233842538,0.2349949641180353,1.1011539326777988,1.333364023064651,2291,85
JX1P3-3,123,0.49532412625381345,0.10293124487236734,CN,JX1,JX1P3,25.906,115.049,11.66563384,0,1.666666667,0,34.4,9,2.58,1.0051,1.1235,0,2.1286,375.2702703,30.61860258,0,163,6.791193042,0.035,1.81,39.08,21.6293,18.4800474,5.5,6.969454448,0.16,1.57,9.9,6.068125,1.213625,38.69853096,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,26,15,18,13,27,1,2,21,CN-JX,46,41,15,0.3091482649842271,0.1671415004748338,0.2241379310344827,0.009103566620270674,0.011846138558130713,0.06860051685085232,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915055,1.123850732089012,0.30610978567604347,1.3868405530889822,-1.3876262338425382,0.2349949641180353,1.1011539326777988,1.3333640230646515,2291,85
JX1P3-4,109,1.201456978685587,0.25610059386913386,CN,JX1,JX1P3,25.906,115.049,4.923392308,1,1.333333333,0,68.4,12,3.46,1.193,1.71,0,2.903,240.2439024,40,0,17,6.732247833,0.031,2.15,40.06,18.6632,19.13068401,5.57,6.644872907,0.16,1.6,10.2729,2.42725,3.640875,45.22757561,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1,19,14,12,21,23,0,2,18,CN-JX,40.5,34,16.5,0.25709779179810727,0.12725546058879392,0.2551724137931034,3.075182066651916e-4,2.1407694295599762e-5,0.05663522304060252,-0.5440044123900454,-1.7176293794186437,1.738811310037428,0,0,0,0,0,-0.8954914749915052,1.1238507320890123,0.30610978567604324,1.386840553088982,-1.3876262338425385,0.23499496411803583,1.1011539326777993,1.3333640230646526,2291,85
